0,1
South Latoya,"             city                 date   fare        ride_id  driver_count  \
122  South Latoya  2018-03-11 12:26:48   9.52  1994999424437            10   
123  South Latoya  2018-01-11 18:44:14  27.41  8662301917375            10   
124  South Latoya  2018-02-12 16:32:49  30.22  7388420725356            10   
125  South Latoya  2018-03-02 06:06:17  10.35   338288902823            10   
126  South Latoya  2018-03-19 16:19:22  31.72   363818381250            10   
127  South Latoya  2018-01-18 20:09:27  10.98  7144193668593            10   
128  South Latoya  2018-03-19 22:03:13  40.29   660212576580            10   
129  South Latoya  2018-02-12 22:59:02   5.54   839760150140            10   
130  South Latoya  2018-03-19 07:54:20  30.03  9560331347461            10   
131  South Latoya  2018-02-12 16:31:30  28.92  5779826808279            10   
132  South Latoya  2018-01-02 00:44:03  43.72   390121563394            10   
133  South Latoya  2018-01-31 23:20:52  14.82  6963441669653            10   
134  South Latoya  2018-03-29 22:54:21   5.93  2624300505522            10   
135  South Latoya  2018-02-09 20:42:42  12.17  9006323786141            10   
136  South Latoya  2018-03-04 12:20:13   5.04  9877402838460            10   
137  South Latoya  2018-01-18 06:04:47   5.69   701359361728            10   
138  South Latoya  2018-02-25 23:06:10  25.87  4911564763064            10   
139  South Latoya  2018-03-13 01:15:48  16.01  2755056904274            10   
140  South Latoya  2018-04-22 12:29:10  27.54  3391380718287            10   

      type  
122  Urban  
123  Urban  
124  Urban  
125  Urban  
126  Urban  
127  Urban  
128  Urban  
129  Urban  
130  Urban  
131  Urban  
132  Urban  
133  Urban  
134  Urban  
135  Urban  
136  Urban  
137  Urban  
138  Urban  
139  Urban  
140  Urban  "
South Marychester,"                   city                 date   fare        ride_id  \
2312  South Marychester  2018-02-19 00:23:09  32.72  1481751072369   
2313  South Marychester  2018-01-02 11:18:32  52.12  3454018971635   
2314  South Marychester  2018-02-21 19:16:48  55.40  8822356392057   
2315  South Marychester  2018-01-15 21:44:26  30.26  3837056996776   
2316  South Marychester  2018-03-27 12:07:50  34.42  4230150157651   
2317  South Marychester  2018-02-25 19:06:00  54.66  3137562921713   
2318  South Marychester  2018-04-23 12:21:59  25.94  2936618556180   
2319  South Marychester  2018-01-19 11:40:46  49.44    90058815985   

      driver_count   type  
2312             1  Rural  
2313             1  Rural  
2314             1  Rural  
2315             1  Rural  
2316             1  Rural  
2317             1  Rural  
2318             1  Rural  
2319             1  Rural  "
South Michelleport,"                  city                 date   fare        ride_id  \
24  South Michelleport  2018-03-04 18:24:09  30.24  2343912425577   
25  South Michelleport  2018-03-02 09:54:50  33.12   813844006721   
26  South Michelleport  2018-01-08 09:38:14  23.77  4916160406018   
27  South Michelleport  2018-04-22 03:15:33  43.62  4663606096929   
28  South Michelleport  2018-03-03 16:13:34  41.62  2339775503972   
29  South Michelleport  2018-01-27 19:38:12  15.45  7465262064048   
30  South Michelleport  2018-04-14 01:20:33  37.93  1533269357947   
31  South Michelleport  2018-02-22 07:44:56  22.52  8522744579472   
32  South Michelleport  2018-02-12 07:41:25  27.70  5582884622172   
33  South Michelleport  2018-01-29 20:40:56   9.79  5529055605923   
34  South Michelleport  2018-01-09 01:48:18  10.68  3236914422707   
35  South Michelleport  2018-03-13 04:21:16  10.44  5684862759907   
36  South Michelleport  2018-04-21 18:31:07  21.98  5893808238950   
37  South Michelleport  2018-03-08 04:18:36  27.42  3754244416932   
38  South Michelleport  2018-05-07 12:25:01   4.47   289109337792   
39  South Michelleport  2018-02-06 17:29:41  25.58  6814776861505   
40  South Michelleport  2018-03-23 16:45:56  14.72   490532201639   
41  South Michelleport  2018-03-01 22:01:02  24.55  9789481999843   
42  South Michelleport  2018-04-01 14:50:13  28.84  8846086448082   
43  South Michelleport  2018-04-22 02:38:23   9.72  2088915921441   
44  South Michelleport  2018-01-02 00:56:53  37.34  7660983928505   
45  South Michelleport  2018-01-20 05:30:12  34.72  6387935611001   
46  South Michelleport  2018-01-27 13:10:19  30.16  3948526488391   
47  South Michelleport  2018-03-29 08:33:15  11.06  9979817442901   
48  South Michelleport  2018-02-11 08:12:09  28.03  3129314459254   
49  South Michelleport  2018-02-02 11:56:33  12.77  1407376692621   
50  South Michelleport  2018-03-12 09:06:15  25.10  7109079664625   
51  South Michelleport  2018-04-21 15:29:53  36.47  3394685136336   
52  South Michelleport  2018-01-05 05:57:54  39.90  6107070834017   
53  South Michelleport  2018-02-27 02:00:20  10.40  6475102182178   
54  South Michelleport  2018-04-27 11:18:02  27.89   355231301182   

    driver_count   type  
24            72  Urban  
25            72  Urban  
26            72  Urban  
27            72  Urban  
28            72  Urban  
29            72  Urban  
30            72  Urban  
31            72  Urban  
32            72  Urban  
33            72  Urban  
34            72  Urban  
35            72  Urban  
36            72  Urban  
37            72  Urban  
38            72  Urban  
39            72  Urban  
40            72  Urban  
41            72  Urban  
42            72  Urban  
43            72  Urban  
44            72  Urban  
45            72  Urban  
46            72  Urban  
47            72  Urban  
48            72  Urban  
49            72  Urban  
50            72  Urban  
51            72  Urban  
52            72  Urban  
53            72  Urban  
54            72  Urban  "
South Phillip,"               city                 date   fare        ride_id  driver_count  \
1443  South Phillip  2018-02-09 16:46:59   7.89  3203192947260            38   
1444  South Phillip  2018-05-04 09:10:40  28.30  8696571163934            38   
1445  South Phillip  2018-01-29 11:26:47  35.23  7418234487567            38   
1446  South Phillip  2018-04-18 06:03:51  39.95  9719024631848            38   
1447  South Phillip  2018-05-06 05:05:46  43.43  2435201344352            38   
1448  South Phillip  2018-01-25 05:04:01  38.15  3599156329334            38   
1449  South Phillip  2018-02-19 13:19:38  33.07  8518162252523            38   
1450  South Phillip  2018-04-11 10:09:51  21.06  4832097145304            38   
1451  South Phillip  2018-03-18 04:11:03  17.57  8431004701020            38   
1452  South Phillip  2018-02-19 20:47:52  28.62  4408026801766            38   
1453  South Phillip  2018-02-28 14:54:06  42.20  9813556258471            38   
1454  South Phillip  2018-02-01 12:52:11  39.27  5307992243039            38   
1455  South Phillip  2018-03-25 08:38:47   7.04  7931640018113            38   
1456  South Phillip  2018-04-18 01:17:47  35.70  4752370633888            38   
1457  South Phillip  2018-01-17 17:45:28  23.46  2628017734404            38   
1458  South Phillip  2018-01-16 03:42:53   7.08  8455684324577            38   
1459  South Phillip  2018-05-01 23:05:39  38.46  3438539201976            38   
1460  South Phillip  2018-01-20 17:35:14  24.00  7335381694023            38   
1461  South Phillip  2018-05-02 01:04:26  24.23   122972554913            38   
1462  South Phillip  2018-02-12 22:04:01  23.69  3667620137676            38   
1463  South Phillip  2018-04-17 18:42:23  42.30  1295834729480            38   
1464  South Phillip  2018-03-02 07:23:45  30.62  4979353054069            38   
1465  South Phillip  2018-01-14 18:26:57  41.66  2773169266119            38   
1466  South Phillip  2018-01-05 17:50:07  41.55  8825678119661            38   
1467  South Phillip  2018-04-21 10:31:27  32.85  2752328490329            38   
1468  South Phillip  2018-03-23 16:36:51  40.07  2307854781368            38   
1469  South Phillip  2018-04-16 22:02:06  24.63  7860896953308            38   
1470  South Phillip  2018-01-07 02:17:05   6.54   197653692239            38   
1471  South Phillip  2018-05-07 02:52:22  36.51  2373463606606            38   
1472  South Phillip  2018-03-15 08:24:03  22.28  6023734584015            38   
1473  South Phillip  2018-05-03 11:43:11   8.30  8580230286693            38   

       type  
1443  Urban  
1444  Urban  
1445  Urban  
1446  Urban  
1447  Urban  
1448  Urban  
1449  Urban  
1450  Urban  
1451  Urban  
1452  Urban  
1453  Urban  
1454  Urban  
1455  Urban  
1456  Urban  
1457  Urban  
1458  Urban  
1459  Urban  
1460  Urban  
1461  Urban  
1462  Urban  
1463  Urban  
1464  Urban  
1465  Urban  
1466  Urban  
1467  Urban  
1468  Urban  
1469  Urban  
1470  Urban  
1471  Urban  
1472  Urban  
1473  Urban  "
South Saramouth,"                 city                 date   fare        ride_id  \
2333  South Saramouth  2018-02-20 16:32:36  44.29  3622365199969   
2334  South Saramouth  2018-01-28 15:55:33  31.25  7118046558393   
2335  South Saramouth  2018-03-27 21:07:16  11.87   170351888128   
2336  South Saramouth  2018-04-12 18:11:50  57.23  5081198789583   

      driver_count   type  
2333             7  Rural  
2334             7  Rural  
2335             7  Rural  
2336             7  Rural  "
South Teresa,"              city                 date   fare        ride_id  driver_count  \
1923  South Teresa  2018-01-29 12:51:02  38.47  5746182119035            21   
1924  South Teresa  2018-02-23 04:35:04  46.02  4623132352357            21   
1925  South Teresa  2018-04-02 04:02:51  23.78   295848311917            21   
1926  South Teresa  2018-03-28 04:27:58  17.50  9665109040886            21   
1927  South Teresa  2018-04-19 07:57:59  17.27  6681698470401            21   
1928  South Teresa  2018-03-12 05:26:11  23.46   844456571789            21   
1929  South Teresa  2018-02-12 02:44:55  33.19   757891849972            21   
1930  South Teresa  2018-03-25 01:20:22  17.99  7613757294696            21   
1931  South Teresa  2018-02-24 16:51:34  48.80  8243168014348            21   
1932  South Teresa  2018-04-19 20:01:34  34.93  9233157012652            21   
1933  South Teresa  2018-03-26 08:11:14  37.29   850174923540            21   
1934  South Teresa  2018-03-01 13:10:47  34.24  2687120018351            21   
1935  South Teresa  2018-04-25 11:50:39  38.81  8758071332545            21   
1936  South Teresa  2018-04-27 14:37:32  45.77  4660925605764            21   
1937  South Teresa  2018-04-15 08:06:49  23.06  6617189687737            21   
1938  South Teresa  2018-02-23 16:30:58  26.28  7865030868395            21   
1939  South Teresa  2018-01-20 08:25:35  30.37  9592212724627            21   
1940  South Teresa  2018-01-13 15:30:59  20.93  6769227645725            21   
1941  South Teresa  2018-03-08 05:29:57  42.68  6551180794639            21   
1942  South Teresa  2018-02-11 15:07:10  28.64   321467917473            21   
1943  South Teresa  2018-03-05 19:18:37  32.29  4981692995989            21   
1944  South Teresa  2018-03-09 09:54:33  25.08  8136313906059            21   

          type  
1923  Suburban  
1924  Suburban  
1925  Suburban  
1926  Suburban  
1927  Suburban  
1928  Suburban  
1929  Suburban  
1930  Suburban  
1931  Suburban  
1932  Suburban  
1933  Suburban  
1934  Suburban  
1935  Suburban  
1936  Suburban  
1937  Suburban  
1938  Suburban  
1939  Suburban  
1940  Suburban  
1941  Suburban  
1942  Suburban  
1943  Suburban  
1944  Suburban  "
Taylorhaven,"             city                 date   fare        ride_id  driver_count  \
2287  Taylorhaven  2018-04-06 01:01:29  45.31  2275364435623             1   
2288  Taylorhaven  2018-03-05 21:19:53  38.18  8555320757742             1   
2289  Taylorhaven  2018-04-03 05:41:37  38.92  8300454322089             1   
2290  Taylorhaven  2018-04-01 16:37:45  54.65  9098060466868             1   
2291  Taylorhaven  2018-03-05 04:46:17  29.45  2159383884146             1   
2292  Taylorhaven  2018-04-02 09:17:31  47.07  8573150084531             1   

       type  
2287  Rural  
2288  Rural  
2289  Rural  
2290  Rural  
2291  Rural  
2292  Rural  "
Valentineton,"              city                 date   fare        ride_id  driver_count  \
1152  Valentineton  2018-03-02 14:44:47  39.77  6770387655387            45   
1153  Valentineton  2018-02-01 14:11:33   9.68  2132098607750            45   
1154  Valentineton  2018-02-27 00:40:41  25.40  6152363850717            45   
1155  Valentineton  2018-03-25 20:45:53  22.53  2335054032577            45   
1156  Valentineton  2018-01-10 17:29:33  19.91   774511223608            45   
1157  Valentineton  2018-01-19 19:40:33   6.71  9052705381572            45   
1158  Valentineton  2018-02-23 11:46:09  19.99  9658410514993            45   
1159  Valentineton  2018-04-03 11:34:45  18.62   555060361832            45   
1160  Valentineton  2018-02-25 02:33:57  10.21  4595886540802            45   
1161  Valentineton  2018-01-01 14:42:25  12.31  4757042711529            45   
1162  Valentineton  2018-03-18 07:07:37  36.04  8732227820711            45   
1163  Valentineton  2018-02-08 19:05:19  36.23  6667399787796            45   
1164  Valentineton  2018-04-28 09:10:04   5.73   211077450937            45   
1165  Valentineton  2018-01-02 01:46:40  34.79  6364347026456            45   
1166  Valentineton  2018-02-17 05:51:36  21.74  4882233203306            45   
1167  Valentineton  2018-03-06 04:48:37  38.88  2762937463829            45   
1168  Valentineton  2018-01-22 02:15:46  17.74  6348946945240            45   
1169  Valentineton  2018-01-03 05:56:07  37.40  4181290691140            45   
1170  Valentineton  2018-02-17 19:23:20  37.19  5020446269859            45   
1171  Valentineton  2018-03-08 07:57:06  43.59  5859669462309            45   
1172  Valentineton  2018-01-12 05:52:15  42.31  5901460118661            45   
1173  Valentineton  2018-03-16 23:59:11   5.23  7407814114542            45   

       type  
1152  Urban  
1153  Urban  
1154  Urban  
1155  Urban  
1156  Urban  
1157  Urban  
1158  Urban  
1159  Urban  
1160  Urban  
1161  Urban  
1162  Urban  
1163  Urban  
1164  Urban  
1165  Urban  
1166  Urban  
1167  Urban  
1168  Urban  
1169  Urban  
1170  Urban  
1171  Urban  
1172  Urban  
1173  Urban  "
Veronicaberg,"              city                 date   fare        ride_id  driver_count  \
2087  Veronicaberg  2018-01-19 23:24:08  19.28  2351082274727            20   
2088  Veronicaberg  2018-04-24 19:16:19  49.45  5877628036170            20   
2089  Veronicaberg  2018-02-02 03:49:35  26.42  8456789960080            20   
2090  Veronicaberg  2018-01-18 10:33:29  33.04  4341351420885            20   
2091  Veronicaberg  2018-01-08 16:01:36  30.66  7838733367694            20   
2092  Veronicaberg  2018-02-05 20:42:28  46.91  3271885902940            20   
2093  Veronicaberg  2018-04-25 18:21:25  24.51  6528963448911            20   
2094  Veronicaberg  2018-01-20 05:00:30  22.02  4110343882549            20   
2095  Veronicaberg  2018-05-07 13:31:26  42.48  3342191575545            20   
2096  Veronicaberg  2018-02-09 06:55:14  26.39  1332831266904            20   
2097  Veronicaberg  2018-01-11 16:25:01  31.26  8821668131330            20   
2098  Veronicaberg  2018-01-31 02:16:32  23.41  4299922375235            20   
2099  Veronicaberg  2018-01-18 18:40:38  44.05  1680146549473            20   
2100  Veronicaberg  2018-01-29 03:50:50  48.05  5232951662968            20   
2101  Veronicaberg  2018-04-23 20:34:22  47.51  9507116448586            20   
2102  Veronicaberg  2018-03-28 11:03:53  26.01  5590782942872            20   
2103  Veronicaberg  2018-04-02 03:59:06  16.63  4528063518400            20   

          type  
2087  Suburban  
2088  Suburban  
2089  Suburban  
2090  Suburban  
2091  Suburban  
2092  Suburban  
2093  Suburban  
2094  Suburban  
2095  Suburban  
2096  Suburban  
2097  Suburban  
2098  Suburban  
2099  Suburban  
2100  Suburban  
2101  Suburban  
2102  Suburban  
2103  Suburban  "
Victoriaport,"              city                 date   fare        ride_id  driver_count  \
1909  Victoriaport  2018-04-21 15:21:47  12.13  3313120309203            16   
1910  Victoriaport  2018-04-22 12:38:49  16.31  6069171955919            16   
1911  Victoriaport  2018-02-02 19:14:51  25.68  8997392253805            16   
1912  Victoriaport  2018-04-02 17:12:08  12.19  6988300070777            16   
1913  Victoriaport  2018-03-14 03:47:26  16.50  7106912999135            16   
1914  Victoriaport  2018-01-20 17:06:15  38.74   120114119112            16   
1915  Victoriaport  2018-01-23 19:59:28  27.09   332810547902            16   
1916  Victoriaport  2018-02-27 17:13:14  44.91  6926633814538            16   
1917  Victoriaport  2018-02-24 07:58:58  45.66  3821426642455            16   
1918  Victoriaport  2018-01-26 08:07:22  23.94  4200317050989            16   
1919  Victoriaport  2018-03-19 16:48:22  29.54  3049733980149            16   
1920  Victoriaport  2018-01-15 19:03:42  14.87  8298839690598            16   
1921  Victoriaport  2018-02-06 16:28:16  45.86  6844387386722            16   
1922  Victoriaport  2018-01-29 04:04:14  35.50  2186096734505            16   

          type  
1909  Suburban  
1910  Suburban  
1911  Suburban  
1912  Suburban  
1913  Suburban  
1914  Suburban  
1915  Suburban  
1916  Suburban  
1917  Suburban  
1918  Suburban  
1919  Suburban  
1920  Suburban  
1921  Suburban  
1922  Suburban  "
West Angela,"            city                 date   fare        ride_id  driver_count  \
285  West Angela  2018-01-12 01:45:27  26.86  4820052223501            48   
286  West Angela  2018-01-10 12:17:31  12.74  2108723916092            48   
287  West Angela  2018-03-08 01:08:42  41.06  6204872968343            48   
288  West Angela  2018-03-10 11:23:00  27.10  1365318639571            48   
289  West Angela  2018-01-30 18:08:35  19.13  2078144834391            48   
290  West Angela  2018-01-30 18:46:42  32.31  7288678136396            48   
291  West Angela  2018-03-01 11:13:34  30.30  9673529276907            48   
292  West Angela  2018-02-05 18:53:14  36.37  7832434584190            48   
293  West Angela  2018-05-03 09:04:03  24.07  7808186044800            48   
294  West Angela  2018-04-14 18:40:42  32.77  4995732310908            48   
295  West Angela  2018-03-18 12:08:51  34.05  5332405801414            48   
296  West Angela  2018-04-18 12:07:32  16.18  5770095626762            48   
297  West Angela  2018-01-27 09:35:35   9.24  2623127281275            48   
298  West Angela  2018-03-08 13:24:07   4.92  5445148182471            48   
299  West Angela  2018-01-19 00:36:52  40.40   740626207222            48   
300  West Angela  2018-04-03 14:44:18  23.52  4843054118477            48   
301  West Angela  2018-03-04 17:50:37  20.72  1784730761330            48   
302  West Angela  2018-05-05 14:17:49  23.66  9188266805735            48   
303  West Angela  2018-01-22 02:28:03  32.18  4244815728759            48   
304  West Angela  2018-03-07 10:38:26  14.80  5022473192100            48   
305  West Angela  2018-03-20 23:44:20  23.83  8750806883711            48   
306  West Angela  2018-01-25 12:19:12  41.05  4602414089174            48   
307  West Angela  2018-01-04 20:45:01  20.33  1920342316739            48   
308  West Angela  2018-05-01 19:03:17  23.23  7769940291512            48   
309  West Angela  2018-02-21 13:51:29  29.99  4367320607156            48   
310  West Angela  2018-02-15 08:01:29  44.12  1962119538906            48   
311  West Angela  2018-02-22 02:22:44  19.44  3794957743208            48   
312  West Angela  2018-01-12 01:55:14  20.46  5241313119408            48   
313  West Angela  2018-01-02 09:28:27  19.81  9739967666158            48   
314  West Angela  2018-02-22 04:05:17  23.09  5991667849215            48   
315  West Angela  2018-03-18 15:57:00  13.06  7206619990906            48   
316  West Angela  2018-04-10 17:06:27  31.03  3524340292330            48   
317  West Angela  2018-04-11 06:59:17  29.06   713854282118            48   
318  West Angela  2018-02-21 08:28:35  40.55  1832101254162            48   
319  West Angela  2018-03-17 09:42:27  23.45  7766326460678            48   
320  West Angela  2018-02-21 12:29:36  27.68   791846342132            48   
321  West Angela  2018-04-13 21:50:59  28.75  3697508187707            48   
322  West Angela  2018-04-14 12:28:19  39.95  7950036014003            48   
323  West Angela  2018-05-07 01:03:12  12.35  2050512349119            48   

      type  
285  Urban  
286  Urban  
287  Urban  
288  Urban  
289  Urban  
290  Urban  
291  Urban  
292  Urban  
293  Urban  
294  Urban  
295  Urban  
296  Urban  
297  Urban  
298  Urban  
299  Urban  
300  Urban  
301  Urban  
302  Urban  
303  Urban  
304  Urban  
305  Urban  
306  Urban  
307  Urban  
308  Urban  
309  Urban  
310  Urban  
311  Urban  
312  Urban  
313  Urban  
314  Urban  
315  Urban  
316  Urban  
317  Urban  
318  Urban  
319  Urban  
320  Urban  
321  Urban  
322  Urban  
323  Urban  "
West Anthony,"             city                 date   fare        ride_id  driver_count  \
424  West Anthony  2018-03-06 02:27:01  10.02  9396763280782            70   
425  West Anthony  2018-01-23 12:32:46  23.24   596601397101            70   
426  West Anthony  2018-02-24 06:14:16  39.20  8491405671407            70   
427  West Anthony  2018-03-17 00:30:34  35.42  4561324147940            70   
428  West Anthony  2018-01-10 02:31:33  32.34  1479317039864            70   
429  West Anthony  2018-04-29 01:12:26  27.04  4375353573218            70   
430  West Anthony  2018-04-15 11:02:50  43.82  4381502138184            70   
431  West Anthony  2018-04-03 02:42:50  10.56  3762871811396            70   
432  West Anthony  2018-04-20 20:13:28  11.85  4274669968599            70   
433  West Anthony  2018-02-19 22:53:02  27.90  4267516319637            70   
434  West Anthony  2018-03-03 00:24:33  20.71  7550332627602            70   
435  West Anthony  2018-02-04 15:04:43  20.09  4221519670218            70   
436  West Anthony  2018-01-12 19:38:06  37.66   410252345130            70   
437  West Anthony  2018-04-16 01:06:17  17.47  5706560548659            70   
438  West Anthony  2018-05-01 17:43:35  23.76  2929352162502            70   
439  West Anthony  2018-02-11 05:48:29  15.55  5988409590665            70   
440  West Anthony  2018-03-21 01:28:48  15.64  4746854764335            70   
441  West Anthony  2018-03-13 08:03:10   5.03  1178018593506            70   
442  West Anthony  2018-05-03 04:49:15  21.38  9172650498634            70   
443  West Anthony  2018-04-22 08:14:31  19.95  1212046132747            70   
444  West Anthony  2018-04-03 01:47:34  31.60  4965334251077            70   
445  West Anthony  2018-04-06 02:25:24  14.30  7571962911640            70   
446  West Anthony  2018-02-07 16:55:49  33.51  4163116879444            70   
447  West Anthony  2018-03-11 12:23:09  41.37  1133824003625            70   
448  West Anthony  2018-04-18 23:10:20  31.16  8478263285526            70   
449  West Anthony  2018-04-08 06:21:07  20.83  9582303999416            70   
450  West Anthony  2018-02-10 09:16:50  38.54  8950008238108            70   
451  West Anthony  2018-02-03 18:24:31  19.66  2909279162533            70   
452  West Anthony  2018-04-18 08:11:39  11.20  3221735036264            70   
453  West Anthony  2018-03-08 10:33:27  41.30  1154693699214            70   

      type  
424  Urban  
425  Urban  
426  Urban  
427  Urban  
428  Urban  
429  Urban  
430  Urban  
431  Urban  
432  Urban  
433  Urban  
434  Urban  
435  Urban  
436  Urban  
437  Urban  
438  Urban  
439  Urban  
440  Urban  
441  Urban  
442  Urban  
443  Urban  
444  Urban  
445  Urban  
446  Urban  
447  Urban  
448  Urban  
449  Urban  
450  Urban  
451  Urban  
452  Urban  
453  Urban  "
West Christopherberg,"                      city                 date   fare        ride_id  \
1086  West Christopherberg  2018-03-18 17:14:06  12.64  1061090771392   
1087  West Christopherberg  2018-01-17 14:30:56   9.04  5154845220316   
1088  West Christopherberg  2018-01-23 21:23:07  30.93  5335678989278   
1089  West Christopherberg  2018-01-08 08:25:29  37.78  8767059547253   
1090  West Christopherberg  2018-03-21 00:14:02  43.87  5085480897932   
1091  West Christopherberg  2018-03-01 21:33:11  11.97  6422545841490   
1092  West Christopherberg  2018-03-21 02:57:41  21.41  7703401822129   
1093  West Christopherberg  2018-03-27 23:57:27  21.55  2201807083816   
1094  West Christopherberg  2018-03-20 03:04:47  42.83  6898409001667   
1095  West Christopherberg  2018-02-17 03:30:47   4.40  4353113095330   
1096  West Christopherberg  2018-02-19 19:49:30  40.98   752483924594   
1097  West Christopherberg  2018-03-07 20:09:48  32.27  2175995190390   
1098  West Christopherberg  2018-02-10 19:41:43   8.42   836258929042   
1099  West Christopherberg  2018-04-06 13:59:18  25.31  3275952096570   
1100  West Christopherberg  2018-02-09 12:25:18  33.97  4253879747453   
1101  West Christopherberg  2018-01-11 21:37:38  44.76  2736821667334   
1102  West Christopherberg  2018-04-25 06:22:17  35.39  7477243029144   
1103  West Christopherberg  2018-02-08 23:04:07  14.22  3725594191671   
1104  West Christopherberg  2018-02-20 15:23:03  26.90  1241904355851   
1105  West Christopherberg  2018-05-01 12:39:07  39.80  5350289549048   
1106  West Christopherberg  2018-03-10 22:42:09   7.98  5729357604390   
1107  West Christopherberg  2018-04-03 12:01:59  33.03  1478762318845   
1108  West Christopherberg  2018-02-07 01:24:59  10.91  3730797143907   
1109  West Christopherberg  2018-04-19 04:53:19  22.86  9748845131381   
1110  West Christopherberg  2018-04-11 14:46:23   4.88  7740852204661   
1111  West Christopherberg  2018-01-30 08:11:49  16.85  7337258118847   

      driver_count   type  
1086            32  Urban  
1087            32  Urban  
1088            32  Urban  
1089            32  Urban  
1090            32  Urban  
1091            32  Urban  
1092            32  Urban  
1093            32  Urban  
1094            32  Urban  
1095            32  Urban  
1096            32  Urban  
1097            32  Urban  
1098            32  Urban  
1099            32  Urban  
1100            32  Urban  
1101            32  Urban  
1102            32  Urban  
1103            32  Urban  
1104            32  Urban  
1105            32  Urban  
1106            32  Urban  
1107            32  Urban  
1108            32  Urban  
1109            32  Urban  
1110            32  Urban  
1111            32  Urban  "
West Ericstad,"              city                 date   fare        ride_id  driver_count  \
974  West Ericstad  2018-04-24 03:20:14   7.31  4292477885655            25   
975  West Ericstad  2018-04-04 13:03:16  28.52  6432849151942            25   
976  West Ericstad  2018-01-25 12:29:55  20.03  3276480043173            25   
977  West Ericstad  2018-01-08 09:03:12  32.99  6688341118130            25   
978  West Ericstad  2018-03-28 13:29:17  22.28  3135272644045            25   
979  West Ericstad  2018-01-23 10:13:17  10.12  8035850217034            25   
980  West Ericstad  2018-04-13 09:52:43  22.39  5770758245255            25   
981  West Ericstad  2018-04-19 20:35:20   5.75  3497133215697            25   
982  West Ericstad  2018-03-29 04:59:54  40.29   809503355163            25   
983  West Ericstad  2018-03-21 09:28:30  18.24  4602951691465            25   
984  West Ericstad  2018-01-25 20:18:54  23.27  2128083228895            25   
985  West Ericstad  2018-04-12 12:08:32  27.69  4567962930203            25   
986  West Ericstad  2018-01-27 04:30:26  29.05  7599450195358            25   
987  West Ericstad  2018-02-05 15:30:53  30.89  2464029094187            25   
988  West Ericstad  2018-05-05 00:44:55   7.76  8379003928607            25   
989  West Ericstad  2018-03-18 15:28:03  23.62  6209238468314            25   
990  West Ericstad  2018-03-04 12:31:45  43.98  6434938341937            25   
991  West Ericstad  2018-01-21 12:14:36   8.07  7506043971589            25   

      type  
974  Urban  
975  Urban  
976  Urban  
977  Urban  
978  Urban  
979  Urban  
980  Urban  
981  Urban  
982  Urban  
983  Urban  
984  Urban  
985  Urban  
986  Urban  
987  Urban  
988  Urban  
989  Urban  
990  Urban  
991  Urban  "
West Gabriel,"              city                 date   fare        ride_id  driver_count  \
1602  West Gabriel  2018-04-29 01:22:02  36.70  4103498186235            57   
1603  West Gabriel  2018-01-15 14:51:33  13.38  7560918647139            57   
1604  West Gabriel  2018-04-21 04:50:53   4.96  2694140247746            57   
1605  West Gabriel  2018-01-16 06:23:21  25.97  6590477525761            57   
1606  West Gabriel  2018-05-01 02:18:03  27.45  2827457582877            57   
1607  West Gabriel  2018-02-28 12:03:41  31.82  4153068746970            57   
1608  West Gabriel  2018-03-09 04:39:40  14.41  8736179372694            57   
1609  West Gabriel  2018-02-20 06:07:56   8.44  6912411809711            57   
1610  West Gabriel  2018-03-17 04:22:57  15.95  9297065011626            57   
1611  West Gabriel  2018-04-20 05:31:15  23.69  4906123013063            57   
1612  West Gabriel  2018-04-27 00:34:07  37.74  7635908923026            57   
1613  West Gabriel  2018-04-25 14:28:31  10.86  8501534816997            57   
1614  West Gabriel  2018-01-30 15:37:59  25.64  3458714190369            57   
1615  West Gabriel  2018-05-01 04:34:24   8.67   425757573667            57   
1616  West Gabriel  2018-01-31 02:31:13   6.80  1042280944345            57   
1617  West Gabriel  2018-04-08 21:34:32  13.31  8629908298269            57   
1618  West Gabriel  2018-01-15 18:25:13  11.71  3842429247256            57   
1619  West Gabriel  2018-01-12 16:34:29  31.98  2986879445341            57   
1620  West Gabriel  2018-01-23 05:22:29  40.17  9157930188085            57   
1621  West Gabriel  2018-02-17 07:39:53  17.03  4385812494114            57   
1622  West Gabriel  2018-01-28 22:22:55   5.58  8437986648490            57   
1623  West Gabriel  2018-02-20 09:30:53  28.13  7467212471692            57   
1624  West Gabriel  2018-05-05 01:24:06  27.57  4428773411209            57   

       type  
1602  Urban  
1603  Urban  
1604  Urban  
1605  Urban  
1606  Urban  
1607  Urban  
1608  Urban  
1609  Urban  
1610  Urban  
1611  Urban  
1612  Urban  
1613  Urban  
1614  Urban  
1615  Urban  
1616  Urban  
1617  Urban  
1618  Urban  
1619  Urban  
1620  Urban  
1621  Urban  
1622  Urban  
1623  Urban  
1624  Urban  "
